Name,ID,Deck 1,Deck 2,Deck 3
PG | Zerofyne,265562109,https://shadowverse-portal.com/deck/3.8.6clwI.6clwI.6gYLw.6gYLw.6gYLw.6clwS.6clwS.6clwS.6ga3I.6ga3I.6oCLI.6oCLI.6oCLI.6ckCw.6ckCw.6ckCw.6gcVs.6gcVs.6gcVs.6kQei.6kQei.6kQei.6oAdw.6oAdw.6oAdw.6coMY.6cqoo.6cqoo.6cqoo.6cp5Q.6cp5Q.6cp5Q.6dZwQ.6oHDy.6oHDy.6oHDy.6hKuI.6hNKY.6hNKY.6hNKY,https://shadowverse-portal.com/deck/3.3.g2ZpQ.g2ZpQ.g2ZpQ.6hISM.6hISM.6hISM.6l6b2.6l6b2.6l6b2.6iU7y.6iU7y.6iU7y.6mFqY.6mFqY.6mFqY.6iWa2.6iWa2.6iWa2.6iZ0S.6iZ0S.6iZ0S.6mIGy.6mIGy.6mIGy.6W__a.6W__a.6W__a.6hNKY.6hNKY.6hNKY.6hPmo.6hPmo.6hPmo.6mFqi.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC,https://shadowverse-portal.com/deck/3.6.6YBRY.6YBRY.6jdNI.6jfpi.6jfpi.6jfpi.6nRWI.6nRWI.6nRWI.6nTyi.6nTyi.6nTyi.5_pzw.5_pzw.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY
Reioli,159014256,https://shadowverse-portal.com/deck/1.2.5-Hb2.5-Hb2.5-Hb2.6WfIS.6aVtY.6aVtY.6aVtY.6lz1Q.6lz1Q.6lz1Q.6aQ_M.6aQ_M.6aQ_M.6ltQC.6lvsS.6lvsS.6lvsS.6aRjw.6i6SA.6i6SA.6aYJo.6aYJo.6eMSy.6eMSy.6eMSy.6iAbo.6iAbo.6iAbo.6aVti.6aVti.6aVti.6l-ky.6l-ky.6l-ky.6l-ko.6l-ko.6l-ko.6WkAy.6WkAy.6WkAy?lang=en,https://shadowverse-portal.com/deck/1.5.6XtQc.6XtQc.6XtQc.6XmqQ.6XmqQ.6XmqQ.6VwvY.6VwvY.6XoXy.6XoXy.6XoXy.6XtQI.6XtQI.6XtQI.6fONY.6fONY.6jCWY.6jCWY.6jEyo.6jEyo.6jEyo.6fP6Q.6fP6Q.6fP6Q.6XoXo.6XoXo.6XoXo.6n5Y2.6n5Y2.6n5Y2.6jCWs.6jCWs.6jCWs.6n7-S.6bhZI.6bhZI.6bhZI.6ZnUy.6ZnUy.6ZnUy?lang=en,https://shadowverse-portal.com/deck/1.3.5-gkQ.5-gkQ.5-gkQ.6hISM.6hISM.6hISM.5-gka.5-gka.5-gka.5-gku.5-gku.6eeHQ.6eeHQ.6eeHQ.6X6bc.6X6bc.6iZ0S.6iZ0S.6iZ0S.6awkc.6awkc.6awkc.6W__a.6W__a.6W__a.6hNKY.6hNKY.6hNKY.6mFqi.6mFqi.6mFqi.5-glM.5-glM.5-glM.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC?lang=en
DerXello,659459322,https://shadowverse-portal.com/deck/3.8.6clwI.6gYLw.6gYLw.6gYLw.6clwS.6clwS.6clwS.6ga3I.6ga3I.6ga3I.6oCLI.6oCLI.6oCLI.6ckCw.6ckCw.6ckCw.6gcVs.6gcVs.6gcVs.6kQei.6kQei.6kQei.6oAdw.6oAdw.6oAdw.6coMY.6cqoo.6cqoo.6cqoo.60dFA.6cp5Q.6cp5Q.6cp5Q.6dZwQ.6oHDy.6oHDy.6oHDy.6hNKY.6hNKY.6hNKY?lang=en,https://shadowverse-portal.com/deck/3.3.5-gkQ.5-gkQ.5-gkQ.g97kQ.6iZ0c.6iZ0c.6iZ0c.5-gka.5-gka.5-gka.5-gku.5-gku.5-gku.6mLRw.6eiR2.6eiR2.6eiR2.6iUNQ.6iUNQ.6iUNQ.6lCCQ.6X49C.6iZ0S.6iZ0S.6iZ0S.gHqNQ.gHqNQ.gHqNQ.6hNKY.6hNKY.6hNKY.6mFqi.6mFqi.5-glM.5-glM.5-glM.6dbdo.6dbdo.6dbdo.6mN9I?lang=en,https://shadowverse-portal.com/deck/3.6.6YBRY.6hISC.6hISC.6hISC.6Y8W2.6Y8W2.6jdNI.6jdNI.6jdNI.6jfpi.6jfpi.6jfpi.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.5_pFg.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en
Pain,187158781,https://shadowverse-portal.com/deck/3.6.6fpzA.6fpzA.6fpzA.6Y8W2.6Y8W2.6jfpi.6jfpi.6jfpi.6nRWI.6nRWI.6nTyi.6nTyi.6nTyi.5_pzw.5_pzw.5_pzw.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY?lang=en,https://shadowverse-portal.com/deck/3.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6l6b2.6l6b2.6l6b2.6j_ny.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.60COa.60COa.60COa.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6k4gS.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6gGXS.6gGXS?lang=en,https://shadowverse-portal.com/deck/3.3.5-gkQ.5-gkQ.5-gkQ.6iZ0c.6iZ0c.6iZ0c.5-gka.5-gka.5-gka.5-gkk.5-gkk.5-gkk.5-gku.5-gku.5-gku.6eiR2.6eiR2.6eiR2.6iZ0S.6iZ0S.6iZ0S.6W__a.6W__a.6W__a.6asag.6asag.6asag.6awkS.6hNKY.6hNKY.6hNKY.5-glM.5-glM.5-glM.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC?lang=en
Sliiz,929413113,https://shadowverse-portal.com/deck/3.6.6YBRY.6YBRY.6YBRY.6jfpi.6jfpi.6jfpi.6nTyi.6nTyi.6nTyi.5_pzw.5_pzw.5_pzw.5_p-4.5_p-4.5_p-4.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY?lang=en#,https://shadowverse-portal.com/deck/3.2.5-Hb2.5-Hb2.5-Hb2.6aVtY.6aVtY.6aVtY.6lz1Q.6lz1Q.6lz1Q.6eK0Y.6eK0Y.6eK0Y.6lvsS.6lvsS.gHUPA.gHUPA.gHUPA.6aYJo.6aYJo.6aYJo.6eMSy.6eMSy.6eMSy.6iAbo.6iAbo.6iAbo.6aVti.6aVti.6aVti.6l-ky.6l-ky.6WiTQ.6WiTQ.6WiTQ.6l-ko.6l-ko.6l-ko.6WkAy.6WkAy.6WkAy?lang=en,https://shadowverse-portal.com/deck/3.3.5-gkQ.5-gkQ.5-gkQ.6iZ0c.6iZ0c.6iZ0c.5-gka.5-gka.5-gka.6mLRw.gHqNa.6eiR2.6eiR2.6iUNQ.6iZ0S.6iZ0S.6iZ0S.gHqNQ.gHqNQ.gHqNQ.6asag.6asag.6asag.6awkS.6ej9w.6hNKY.6hNKY.6hNKY.6mFqi.6mFqi.6mFqi.5-glM.5-glM.5-glM.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC?lang=en
38TheMaster1,662445608,https://shadowverse-portal.com/deck/3.6.6YBRY.6YBRY.6YBRY.6fpzA.6fpzA.6YAyI.6YAyI.6YAyI.6jfpi.6jfpi.6jfpi.6nRWI.6nRWI.6nTyi.6nTyi.6nTyi.6b_qA.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.5_pFg.5_pFg.5_pFg.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en,https://shadowverse-portal.com/deck/1.3.5-gkQ.5-gkQ.5-gkQ.6iZ0c.6iZ0c.6iZ0c.5-gka.5-gka.5-gka.5-gku.gHqNa.gHqNa.6eiR2.6eiR2.6eiR2.6iUNQ.6iZ0S.6iZ0S.6iZ0S.62Uta.6W__a.gHqNQ.6asag.6asag.6asag.6awkS.6ej9w.5-glM.5-glM.5-glM.6edYi.6edYi.6edYi.5-iRo.5-iRo.5-iRo.6iWaC.6iWaC.6iWaC.6awkI?lang=en,https://shadowverse-portal.com/deck/3.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6cNVo.6cNVo.6cNVo.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6k4gS.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS.6hNKY.6hNKY.6hNKY.6hPmo?lang=en
DB Praetorian,349150472,https://shadowverse-portal.com/deck/3.3.5-gkQ.5-gkQ.5-gkQ.6iZ0c.6iZ0c.6iZ0c.5-gka.5-gka.5-gka.5-gkk.5-gkk.gHqNa.gHqNa.6eiR2.6eiR2.6eiR2.6lCCQ.6iZ0S.6iZ0S.6iZ0S.gHqNQ.gHqNQ.gHqNQ.6asag.6asag.6asag.6awkS.6ej9w.6hNKY.6hNKY.6hNKY.5-glM.5-glM.5-glM.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC?lang=en,https://shadowverse-portal.com/deck/3.6.6YFqo.6YFqo.6YFqo.6jdNI.6jdNI.6jdNI.6jfpi.6jfpi.6jfpi.5_pzw.5_pzw.5_pzw.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.f_uB2.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en,https://shadowverse-portal.com/deck/3.7.6nnUY.6nnUY.6nnUY.6YXPo.6YXPo.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6cNVo.6cNVo.6cNVo.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6lCCQ.6lCCQ.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS.6hNKY.6hNKY.6hNKY.6lDvo?lang=en
Havoc,517180700,https://shadowverse-portal.com/deck/1.6.6YBRY.6YBRY.6YBRY.6jdNI.6jdNI.6jdNI.6jfpi.6jfpi.6jfpi.6nTyi.6nTyi.6nTyi.5_pzw.5_pzw.5_pzw.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY?lang=en,https://shadowverse-portal.com/deck/1.3.5-gkQ.5-gkQ.5-gkQ.6iZ0c.6iZ0c.6iZ0c.5-gka.5-gka.5-gka.5-gkk.5-gkk.6eiR2.6eiR2.6eiR2.6iUNQ.6iZ0S.6iZ0S.6iZ0S.6dZwQ.6dZwQ.gHqNQ.gHqNQ.gHqNQ.6asag.6asag.6asag.6awkS.6ej9w.6hNKY.6hNKY.6hNKY.5-glM.5-glM.5-glM.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC?lang=en,https://shadowverse-portal.com/deck/1.8.6gYLw.6gYLw.6gYLw.6Z0fy.6clwS.6clwS.6clwS.6ga3I.6ga3I.6ga3I.6oCLI.6oCLI.6oCLI.6ckCw.6ckCw.6ckCw.6gcVs.6gcVs.6gcVs.6kQei.6kQei.6oAdw.6oAdw.6oAdw.6coMY.6coMY.6cqoo.6cqoo.6cqoo.60dFA.60dFA.6cp5Q.6dZwQ.6dZwQ.6oHDy.6oHDy.6oHDy.6hNKY.6hNKY.6hNKY?lang=en
VACOOL,497070195,https://shadowverse-portal.com/deck/1.3.5-gkQ.5-gkQ.5-gkQ.6hISM.6hISM.6hISM.5-gka.5-gka.5-gka.5-gku.5-gku.gE0EQ.gE0EQ.gE0EQ.6X6bc.6X6bc.6iZ0S.6iZ0S.6iZ0S.6awkc.6awkc.6awkc.gHqNQ.gHqNQ.gHqNQ.6hNKY.6hNKY.6hNKY.6mFqi.6mFqi.6mFqi.5-glM.5-glM.5-glM.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC?lang=en,https://shadowverse-portal.com/deck/1.5.6XtQc.6XoXy.6XoXy.6XoXy.6XtQI.6XtQI.6XtQI.6jEyo.6jEyo.6jEyo.6fP6Q.6fP6Q.6fP6Q.6XoXo.6XoXo.6XoXo.6bcgo.6bcgo.6jCWs.6jCWs.6jCWs.6bhZI.6bhZI.6bhZI.6jEyy.6jEyy.6jEyy.6jJrI.6jJrS.6jJrS.6jJrS.6ZnUy.6ZnUy.6ZnUy.6jJrc.6jJrc.6jJrc.6hNKY.6hNKY.6hNKY?lang=en,https://shadowverse-portal.com/deck/1.2.5-Hb2.5-Hb2.5-Hb2.6WfIS.6aVtY.6aVtY.6aVtY.6lz1Q.6lz1Q.6lz1Q.6aQ_M.6aQ_M.6aQ_M.6ltQC.6lvsS.6lvsS.6lvsS.6aRjw.6i6SA.6i6SA.6aYJo.6aYJo.6eMSy.6eMSy.6eMSy.6iAbo.6iAbo.6iAbo.6aVti.6aVti.6aVti.6l-ky.6l-ky.6l-ky.6l-ko.6l-ko.6l-ko.6WkAy.6WkAy.6WkAy?lang=en#_=_
Shisogenius,837148518,https://shadowverse-portal.com/deck/1.6.6YBRY.6YBRY.6Y8W2.6Y8W2.6Y8W2.6jfpi.6jfpi.6jfpi.6nTyi.6nTyi.6nTyi.5_p-4.5_p-4.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en,https://shadowverse-portal.com/deck/1.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6j_ny.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6lCCQ.6lCCQ.6k4gS.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS.6hNKY.6hNKY.6lDvo?lang=en,https://shadowverse-portal.com/deck/3.8.6gYLw.6gYLw.6gYLw.6l6b2.6l6b2.6l6b2.6clwS.6clwS.6clwS.6ga3I.6ga3I.6ga3I.6oCLI.6oCLI.6oCLI.6ckCw.6ckCw.6gcVs.6gcVs.6gcVs.6kQei.6kQei.6kQei.6oAdw.6oAdw.6oAdw.6lCCQ.6cqoo.6cqoo.6cqoo.6cp5Q.6cp5Q.6oHDy.6oHDy.6oHDy.6oHDo.6oHDo.6oHDo.6hNKY.6hNKY?lang=en
Monomi,893223896,https://shadowverse-portal.com/deck/1.6.6YBRY.6YBRY.6YBRY.6hISC.6hISC.6hISC.6Y8W2.6Y8W2.6jfpi.6jfpi.6jfpi.6b_qA.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.5_pFg.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en,https://shadowverse-portal.com/deck/1.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6l6b2.6l6b2.6l6b2.6cNVo.6cNVo.6j_ny.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6lCCQ.6k4gS.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6gCNg.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS?lang=en,https://shadowverse-portal.com/deck/1.8.6gYLw.6gYLw.6gYLw.6l6b2.6l6b2.6clwS.6clwS.6clwS.6ga3I.6ga3I.6ga3I.6oCLI.6oCLI.6oCLI.6ckCw.6ckCw.6ckCw.6gcVs.6gcVs.6gcVs.6kQei.6kQei.6oAdw.6oAdw.6oAdw.6coMY.6cqoo.6cqoo.6cqoo.6cp5Q.6cp5Q.6cp5Q.6dZwQ.6oHDy.6oHDy.6oHDy.6oHDo.6oHDo.6oHDo.6hNKY?lang=en
Shokuyoku,932152261,https://shadowverse-portal.com/deck/3.6.6hISM.6hISM.6hISM.6l6b2.6l6b2.6l6b2.6jdNI.6jdNI.6jdNI.6jiFy.6jiFy.6jiFy.6nP42.6nP42.6nP42.5_pzw.5_pzw.6nPow.6nPow.6nPow.6jaxM.6jaxM.6jaxM.6jgYQ.6jgYQ.6jgYQ.6nRWS.6nRWS.6jdNS.6jdNS.6jdNS.6jiG6.6jiG6.6jiG6.6hNKY.6hNKY.6hNKY.6hPmo.6hPmo.6hPmo?lang=en,https://shadowverse-portal.com/deck/3.1.5zWm2.5zWm2.6hgss.6hgss.6hgss.6l6b2.6l6b2.6l6b2.6hoBS.6hoBS.6hoBS.6lXRo.6lXRo.6lXRo.6lZuC.6lZuC.6lZuC.gDHrg.gDHrg.gDHrg.6a9vc.6a9vc.6a9vc.6hgsi.6hgsi.6lU_s.6lU_s.6lU_s.6ld3A.6ld3A.6ld3A.6hjIo.6hjIo.6hjIo.6hoBI.6hoBI.6hoBI.6lcKI.6lcKI.6lcKI?lang=en,https://shadowverse-portal.com/deck/3.5.6XmqQ.6XmqQ.6XmqQ.6l6b2.6l6b2.6l6b2.6l91I.6l91I.6jCWi.6jCWi.6jCWi.gEn3Q.gEn3Q.gEn3Q.6n0fi.6n0fi.6n0fi.6jFCQ.6jFCQ.6jFCQ.6n3b2.6n3b2.6n3b2.6jJrI.6jJrI.6jJrI.6n1OQ.6n1OQ.6n1OQ.6n6Gw.6n6Gw.6n6Gw.6XrTI.6XrTI.6hNKY.6hNKY.6hNKY.6n7-I.6n7-I.6n7-I?lang=enQ.6jFCQ.6jFCQ.6n3b2.6n3b2.6n3b2.6jJrI.6jJrI.6jJrI.6n1OQ.6n1OQ.6n1OQ.6n6Gw.6n6Gw.6n6Gw.6XrTI.6XrTI.6hNKY.6hNKY.6hNKY.6n7-I.6n7-I.6n7-I?lang=enQ.6jFCQ.6jFCQ.6n3b2.6n3b2.6n3b2.6jJrI.6jJrI.6jJrI.6n1OQ.6n1OQ.6n1OQ.6n6Gw.6n6Gw.6n6Gw.6XrTI.6XrTI.6hNKY.6hNKY.6hNKY.6n7-I.6n7-I.6n7-I?lang=en
DIS.Himari,681941426,https://shadowverse-portal.com/deck/1.3.5-gkQ.5-gkQ.5-gkQ.6hISM.6hISM.6hISM.6l6b2.6l6b2.6l6b2.6iU7y.6iU7y.6iU7y.6mFqY.6mFqY.6mFqY.6iWa2.6iWa2.6iWa2.6iZ0S.6iZ0S.6iZ0S.6mIGy.6mIGy.6mIGy.62Uta.62Uta.62Uta.6hNKY.6hNKY.6hNKY.6hPmo.6hPmo.6hPmo.6dbdo.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC?lang=en,https://shadowverse-portal.com/deck/1.6.6YBRY.6YBRY.6YBRY.6jdNI.6jdNI.6jfpi.6jfpi.6jfpi.6nP4M.6nP4M.6nTyi.6nTyi.6nTyi.5_pzw.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en,https://shadowverse-portal.com/deck/1.8.6clwI.6clwI.6gYLw.6gYLw.6clwS.6clwS.6clwS.6ga3I.6ga3I.6ga3I.6kLm2.6kLm2.6kQeY.6oCLI.6oCLI.6oCLI.6ckCw.6ckCw.6ckCw.6gcVs.6gcVs.6gcVs.6kQei.6kQei.6kQei.6oAdw.6oAdw.6oAdw.6coMY.6coMY.6cqoo.6cqoo.6cqoo.6cp5Q.6cp5Q.6cp5Q.6dZwQ.6oHDy.6oHDy.6oHDy?lang=en
SpikyBits,416838265,https://shadowverse-portal.com/deck/1.1.5zvAY.5zvAY.5zvAY.6a3JQ.6a3JQ.6a3JQ.6WERY.6WERY.6hgsY.6hgsY.6hgsY.6lXRo.6lXRo.6lXRo.g1o-Q.g1o-Q.g1o-Q.6a9vc.6a9vc.6a9vc.6ld3A.6ld3A.6ld3A.6WJKC.6WJKC.6WJKC.6dxcC.6dxcC.6dxcC.6a50o.6a50o.6hoBI.6hoBI.6hoBI.6lcKI.6lcKI.6lcKI.6hNKY.6hNKY.6hNKY?lang=en,https://shadowverse-portal.com/deck/1.6.6Y8W2.6Y8W2.6YAyI.6YAyI.6jfpi.6jfpi.6nTyi.6nTyi.5_pzw.5_pzw.6nPow.6nPow.6nPow.g3j34.g3j34.g3j34.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en,https://shadowverse-portal.com/deck/3.8.gFwIw.gFwIw.gFwIw.6clwS.6clwS.6clwS.6ga3I.6ga3I.6ga3I.6oCLI.6oCLI.6oCLI.6ckCw.6ckCw.6ckCw.6gcVs.6gcVs.6gcVs.6kQei.6kQei.6kQei.6oAdw.6oAdw.6oAdw.6coMY.6coMY.6cqoo.6cqoo.6cqoo.60dFA.6cp5Q.6cp5Q.6cp5Q.6dZwQ.6oHDy.6oHDy.6oHDy.6hNKY.6hNKY.6hNKY?lang=en#
HSK Symphonus,566427145,https://shadowverse-portal.com/deck/1.8.6clwI.6clwI.6gYLw.6gYLw.6gYLw.6clwS.6clwS.6clwS.6ga3I.6ga3I.6ga3I.6oCLI.6oCLI.6oCLI.6ckCw.6ckCw.6ckCw.6gcVs.6gcVs.6gcVs.6kQei.6kQei.6kQei.6oAdw.6oAdw.6oAdw.6coMY.6cqoo.6cqoo.6cqoo.60dFA.6cp5Q.6cp5Q.6cp5Q.6oHDy.6oHDy.6oHDy.6hNKY.6hNKY.6hNKY?lang=en,https://shadowverse-portal.com/deck/1.6.6YBRY.6YBRY.6YBRY.6jfpi.6jfpi.6jfpi.6nP4M.6nP4M.6nP4M.6nTyi.6nTyi.6nTyi.5_pzw.5_pzw.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en,https://shadowverse-portal.com/deck/1.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6l6b2.6l6b2.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6k01Q.6k2EC.6k2EC.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS.6hNKY.6hNKY?lang=en
Rask,944684470,https://shadowverse-portal.com/deck/3.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6j_ny.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6lCCQ.6lCCQ.6k4gS.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS.6hNKY.6hNKY?lang=en,https://shadowverse-portal.com/deck/3.6.6YBRY.6hISC.6hISC.6hISC.6Y8W2.6Y8W2.6Y8W2.6jdNI.6jdNI.6jdNI.6jfpi.6jfpi.6jfpi.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6c1Xs.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en,https://shadowverse-portal.com/deck/3.2.6hISM.6hISM.6hISM.6l6b2.6l6b2.6l6b2.6i3H2.6i3H2.6i3H2.6i6SA.6i6SA.6eMSy.6eMSy.6eMSy.6lyIY.6lyIY.6lyIY.6lCCQ.6lCCQ.6i89Y.6i89Y.6i89Y.6WiTQ.6WiTQ.6iAby.6iAby.6iAby.6hNKY.6hNKY.6hNKY.6hPmo.6hPmo.6hPmo.6WkAy.6WkAy.6WkAy.6eMSo.6eMSo.6eMSo.6eMT6?lang=en
ｖａｐｏ/REV,155235801,https://shadowverse-portal.com/deck/3.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6l6b2.6l6b2.6l6b2.6j_ny.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.60COa.60COa.60COa.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS?lang=en,https://shadowverse-portal.com/deck/1.6.6jdNI.6jdNI.6jdNI.6jfpi.6jfpi.6jfpi.6nTyi.6nTyi.6nTyi.5_pzw.5_pzw.5_pzw.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6c1Xs.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en,https://shadowverse-portal.com/deck/3.3.g2ZpQ.g2ZpQ.g2ZpQ.5-gka.5-gka.5-gka.gE0EQ.gE0EQ.gE0EQ.gHqNa.6eiR2.6eiR2.6eiR2.6X6bc.6X6bc.6X6bc.6iZ0S.6iZ0S.6iZ0S.6awkc.6awkc.6awkc.gHqNQ.gHqNQ.gHqNQ.6hNKY.6hNKY.6hNKY.6mFqi.6mFqi.6mFqi.5-glM.5-glM.5-glM.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC?lang=en
